Standard Work Content Title Name,Standard Work Content ID,Standard Work Content UID,Asset Family Name,File code associated,Maintenance Task ID
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230427114636",,20230427114720
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230515084705",,20230515084752
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230424115745",,20230424115827
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230619220817",,20230619220917
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230502114131",,20230502114216
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230627111019",,20230627111116
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230403072123",,20230403072203
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230802085219",,20230802085308|20230802085310|20230802085312
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230720192043",,20230720192146
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230428151138",,20230428151220
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230513085049",,20230513085142
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230421223229",,20230421223311
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230731105139",,20230731105230
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230822044718",,20230822044804|20230822044806|20230822044808
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230423113903",,20230423113944
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230721094102",,20230721094207|20230721094209|20230721094211
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230415073420",,20230415073500
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230801105700",,20230801105746
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230506113456",,20230506113537
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230725093325",,20230725093430|20230725093432|20230725093434
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230503161253",,20230503161353
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230410104837",,20230410104917
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230505120921",,20230505121001
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230621055732",,20230621055847
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230623021806",,20230623021905
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230613012442",,20230613012546
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230801090127",,20230801090213|20230801090215|20230801090217
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230411072945",,20230411073026
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230503162112",,20230503162207
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230507154343",,20230507154422
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230422125828",,20230422125909
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230503120333",,20230503120415
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230509114624",,20230509114706
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230731085442",,20230731085526|20230731085528|20230731085531
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230404073037",,20230404073120
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230619000224",,20230619000323
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230426151847",,20230426151928
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230512082711",,20230512082756
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230416080303",,20230416080350
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230504120120",,20230504120208
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230401072113",,20230401072156
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230413074115",,20230413074159
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230412072747",,20230412072828
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230629180951",,20230629181115
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230628201122",,20230628201235
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230409072749",,20230409072833
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230407073528",,20230407073610
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230729090717",,20230729090802|20230729090805|20230729090807
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230514083857",,20230514083950
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230819181211",,20230819181256
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230408072841",,20230408072921
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230721121252",,20230721121357
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230613002635",,20230613002736|20230613002737
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230701001328",,20230701001433|20230701001434
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230822055421",,20230822055504
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230402101955",,20230402102038
"Test for Video_ReSOLVE iX Shifting Linear Actuator Sonde (SPLAS-AA) Maintenance SWI - SLS-2",	114824,	5af638df-0683-4431-9565-4369427f2e3c,"FGCA-B ADI",FGCA-B,MXT339848
"Maintenance SWI - Muzic - MZBX Muzic Box SL1",	135136,	0003460211,"MZBX",MZBX-A,MXT26961|MXT10918
"MT Inspect Version 9",	476788,	d69d56e1-957d-47ba-a359-35322ad34096,"E2E with Content Asset Type List",EQ-80010712|EQ-80010677|EQ-SSM57501P0312|SLIPS|EQ-80011535|QVXP-F|AH-104|1002233981|EQ-101400223|EQ-19247|Q-80022216|1002233964|IV-SKF-45|EQ-M805707|EQ-M-525-40-001|EQ-80034732|EQ-80038468|EQ-80004112|CL-PSTRIP|EQ-71001260|EQ-100002878|EQ-103467717|ARCONN,MXT120204|MXT120205|MXT118505|MXT118506|MXT118507|MXT118510|MXT118511|MXT118502|MXT118542|MXT118543|MXT7509
"MT Inspect Version 9",	476788,	d69d56e1-957d-47ba-a359-35322ad34096,"SSV",SSV-GH|SSV-FHC|SSV-GLA|SSV-HD|SSV-GCC|SSV-GCE|SSV-F|SSV-H|SSV-NHC|SSV-HF|SSV-G|SSV-GK|SSV-GCD|SSV-GCB|SSV-HHC|SSV-GHC,MXT115391 
"MT Inspect Version 9",	476788,	d69d56e1-957d-47ba-a359-35322ad34096,"WPQG",WPQG-A,MXT83570
"MT Inspect Version 9",	476788,	d69d56e1-957d-47ba-a359-35322ad34096,"SLPJ",SLPJ-CA|SLPJ-FAB|SLPJ-GAA|SLPJ-HK,MXT72691
"MT Inspect Version 9",	476788,	d69d56e1-957d-47ba-a359-35322ad34096,"IRDV-BA",IRDV-BA,MXT72600
"MT Inspect Version 9",	476788,	d69d56e1-957d-47ba-a359-35322ad34096,"MZRM-B QA Testing",MZRM-B,MXT93307
"MT Inspect Version 9",	476788,	d69d56e1-957d-47ba-a359-35322ad34096,"ESD-CD QA testing",ESD-CD,MXT70403|MXT244759
"MT Inspect Version 9",	476788,	d69d56e1-957d-47ba-a359-35322ad34096,"WCQG-CB",WCQG-CB,MXT7509
"MT Inspect Version 9",	476788,	d69d56e1-957d-47ba-a359-35322ad34096,"SSV-GK QA Testing",SSV-GK,MXT115391 
"Logging Equipment Head LEH-QT Maintenance SWI - SLS-2",	174057,	0003643945,"wl_LEH-QT",LEH-QT,MXT125896
"Logging Equipment Head LEH-QT Maintenance SWI - SLS-2",	174057,	0003643945,"PIPK-DJ-C QA",PIPK-DJ-C,MXT37098
"Logging Equipment Head LEH-QT Maintenance SWI - SLS-2",	174057,	0003643945,"SURFACE EQUIPMENT",VSD-SPDSTAR-SWD,MXT339311
"Logging Equipment Head LEH-QT Maintenance SWI - SLS-2",	174057,	0003643945,"HEADS-LEH",LEH-ST,MXT125896
"Logging Equipment Head LEH-QT Maintenance SWI - SLS-2",	174057,	0003643945,"PIPK-CJ Testing",PIPK-DJ|PIPK-CJ,MXT339879
"Logging Equipment Head LEH-QT Maintenance SWI - SLS-2",	174057,	0003643945,"FGCA-B ADI",FGCA-B,MXT338909 |MXT339571
"Logging Equipment Head LEH-QT Maintenance SWI - SLS-2",	174057,	0003643945,"CSB-MA RM",CSB-MA,MXT109935
"Logging Equipment Head LEH-QT Maintenance SWI - SLS-2",	174057,	0003643945,"ASD-MK ADI",ASD-MK,MXT339311|MXT339181|MXT339111|MXT338972|MXT340087
"Sub Steps with Warning and Caution message - MT Execute",	775306,	f7d9fe12-7c92-4f97-be03-280d5abd4cbf,"E2E with Content Asset Type List",EQ-M805707|AH-104|QVXP-F|SLIPS|EQ-80011535|EQ-80010677|EQ-SSM57501P0312|EQ-80010712|1002233981|EQ-101400223|Q-80022216|EQ-19247|EQ-M-525-40-001|IV-SKF-45|1002233964|EQ-80034732|EQ-80038468|EQ-71001260|CL-PSTRIP|EQ-80004112|EQ-100002878|EQ-103467717|ARCONN,MXT270556|MXT270559|MXT271089|MXT270536|MXT270562
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-LH-ME",EQ-ME37501P2031212|EQ-10120-137-F|EQ-ME8001251616|EQ-ME6252040505|EQ-10120-137-B|EQ-10120-155-10|EQ-ME6254840514|EQ-ME375011411212|EQ-ME375010831212|EQ-ME37501411212|EQ-10120-137-D|EQ-104381590|EQ-10120-155-09|EQ-ME375011441212|EQ-ME625011430505|EQ-ME6251440505|EQ-10120-155-2|EQ-ME625360505|EQ-10120-155-1|EQ-ME625840505|EQ-ME375012031212|EQ-10120-156-1|EQ-ME37504361212|EQ-ME6252780505|EQ-10120-137-A|EQ-ME37501891212|EQ-10120-137P-E|EQ-ME6251402222|EQ-ME62501840505|EQ-10120-081-4,I4250024711080|I4250027211080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_CA-ACC",EQ-100594170|EQ-101941718|EQ-A1001-095-45000|EQ-20297-000-04000,I4250024611080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-LH-JM",EQ-40703157|EQ-40703193|EQ-40718154|EQ-40719786|EQ-40719127|EQ-40703179,I4250021211080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_SSSV-WRDP",EQ-23009-000-00001|EQ-103007915|EQ-22498-000-KB300|EQ-22671-000-00003|EQ-103004898,I4250028111080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_PKR-TEST-CLAMP",EQ-102071358|EQ-100360585|EQ-100694506|EQ-102679939|EQ-102950677,I4250028511080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-LH-PRODUCT PILOT",EQ-103159210|EQ-103333873|EQ-80015964|EQ-103233978|EQ-104444240|EQ-103132448|EQ-TSN4491005003LE|EQ-103154835|EQ-EZRD162601001LE|EQ-103481963|EQ-51004-007-N|EQ-EZRD372801001LE|EQ-102934886|EQ-103093995|EQ-80040431|EQ-102713020|EQ-103118678|EQ-103157920|EQ-103175909|EQ-103226512|EQ-103159195|EQ-90003104|EQ-103154836|EQ-103162879|EQ-103197184|EQ-80064571|EQ-103203639|EQ-104229671|EQ-46200-010-D-LE|EQ-103662252|EQ-103118701|EQ-HPS371191900LE|EQ-HPS374791900LE|EQ-103303329|EQ-LC45601003LE|EQ-103143860|EQ-103132462|EQ-103132584,I4250023011080|I4250022811080|I4250022011080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-LH-RT-5RRT",EQ-104209238|EQ-71001483|EQ-71001172|EQ-71001174|EQ-71001482,I4250025111080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_SSSV-SLOT-25",EQ-13732-000-00002|EQ-13744-000-00001,I4250021311080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_SSSV-DLOT-23",EQ-101264876|EQ-100210103|EQ-14251-000-00001,I4250027511080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_IV-COOST-38",EQ-100893767|EQ-100893768,I4250026511080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-LH-BSCS",EQ-BCS07001005|EQ-104196485|EQ-BCS04006005|EQ-103339810|EQ-BCS07003005|EQ-103690884|EQ-80059552|EQ-BCS04099001|EQ-BCS07001117|EQ-103452100|EQ-103402752|EQ-BCP70000|EQ-80059501|EQ-BCS05502005|EQ-103469722,I4250024211080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-LH-RT-7RRTHM",EQ-71000069|EQ-71001302,I4250022411080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ML-RUNL-RX-70",EQ-100343791|EQ-100599846,I4250022211080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-SAN-QMFM-60",EQ-101400287|EQ-100080187,I4250027711080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_PSPI-UNIT",EQ-103383583,I4250023711080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-LH-RCBH",EQ-102706160|EQ-102729383|EQ-102780450|EQ-102088088,I4250027911080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_TRUCK-Inventory",CPL_TRUCK,I4250022711080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_IV-N2MAN",EQ-100564831,I4250026211080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-LH-5RCB",EQ-80062561|EQ-71000442|EQ-80048370|EQ-80054396|EQ-80017204|EQ-71001097,I4250026011080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-SAN-QMT3-D",EQ-103340794,I4250021111080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ML-DB-RA-70",EQ-39017-000-00001,I4250024511080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"als_AGH-RC-CR-ARZ",EQ-102874464|EQ-102796738|EQ-102018865|EQ-101727077|EQ-102874456|EQ-102874463|EQ-102797183|EQ-102797851|EQ-103389025|EQ-102853197|EQ-102797178|EQ-102797850|EQ-103640401|EQ-102853121|EQ-102796687,I4250020211080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-LH-PS5",EQ-80006734|EQ-80051466|EQ-80035961|EQ-103618439|EQ-104200568|EQ-104401755,I4250025011080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-LH-RT-HEAT-ST",EQ-102741024|EQ-102838798|EQ-102834198|EQ-102905006,I4250028011080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-LH-XO",EQ-103384953|EQ-100812902|EQ-80018604|EQ-4420-0125,I4250024011080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_PSPI-CM",EQ-101453278,I4250028411080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-PK-PLUG-BA-40",EQ-039931070|EQ-039930072,I4250026111080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_MSS-WLAK-CH-35",EQ-102745000,I4250027811080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_MTM-SET-30",EQ-103340079,I4250023311080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-LH-5RDA",EQ-80004112|EQ-80004107|EQ-103260884,I4250023111080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-LH-CTTT",EQ-101632598|EQ-A1030-296-45000|EQ-A1030-245-23000,I4250028611080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_QVFC-D",EQ-103340223,I4250023811080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-LH-SP",EQ-103353409|EQ-80039428|EQ-103332573|EQ-71001584|EQ-71001203|EQ-71000263|EQ-80016890|EQ-80038458|EQ-80002270,I4250023411080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-SAN-QVXS-D",EQ-103340772,I4250021011080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ML-DB-TIW-96",EQ-616946_TIW,I4250025711080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_C0101L",C0101L,I4250020211080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-LH-9JB",EQ-80002287|EQ-80012038|EQ-80012470,I4250022511080|I4250028811080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_hcol",EQ-101570731|EQ-101570686,I4250028311080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ML-RETL-RX-70",EQ-39140-000-00001|EQ-100387105,I4250025211080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-PK-LGHST",EQ-M-419-35-000|EQ-80009946|EQ-M-418-23-003|EQ-M-418-28-000,I4250028711080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-SAN-TBSW-35",EQ-44859-000-00006|EQ-103145184|EQ-44860-000-00001|EQ-44859-000-00004|EQ-44859-000-00002,I4250025611080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_SOLOCONN",EQ-101143778|EQ-100748275|EQ-100485259,I4250026411080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_SJ-96",EQ-71001586|EQ-71001586-000,I4250026311080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_SSSV-SLOT-18",EQ-13717-000-00001|EQ-13680-000-00001|EQ-14256-000-00001|EQ-13679-000-00002,I4250024811080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_IV-PST-29",EQ-100678938,I4250022311080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_IV-CSUB-45",EQ-101878548,I4250028911080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-LH-PJ",EQ-090413001A_MMS|EQ-090413002A_MMS|EQ-D030578002_HOS|EQ-80021009_SII|EQ-030514001-60_MMS|EQ-J010278003_HOS,I4250022911080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ARCONN",EQ-101022253|EQ-100374018,I4250027411080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_PKR-WLAK-70",EQ-102697431|EQ-A1001-170-00006|EQ-44515-000-00001,I4250021611080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-SAN-QVWM-40",EQ-100696595|EQ-100937447,I4250027311080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_RMC-INSUL",EQ-103340758,I4250023611080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_QVAM-60",EQ-100489226|EQ-101334707,I4250027611080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_CONTAINER",CPL-CONTAINER,I4250019811080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-LH-META-DHM",EQ-103340101,I4250020711080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_IV-CST-46",EQ-101414460,I4250028211080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_WTPH10K0.5",EQ-103449128,I4250025511080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_CRT-70-2632",EQ-71000256,I4250025911080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_SSU-GEN",EQ-103193634,I4250021911080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_BPST-A",EQ-103340254,I4250023511080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-CPS-LH-RBS-G3-5",EQ-104395404|EQ-104470166|EQ-104452533,I4250024911080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-SAN-CLWMT3-47",EQ-100807628,I4250026711080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_QVSS-AA",EQ-103340305,I4250023911080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_RTBP-C",EQ-103340062,I4250023211080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-SAN-FTKIT",EQ-103340734,I4250020811080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_QMSM-60",EQ-101096909,I4250027011080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_Sheave-Wheel",CPL-SHEAVE,I4250019711080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_SSSV-SLOT-23",EQ-13910-000-00001|EQ-14255-000-00001|EQ-13674-000-00001,I4250025411080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-SAN-QVWDSTM-60",EQ-101152356,I4250027111080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-PK-RET-QMAX-26",EQ-100853867,I4250026611080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_DEWBPBS-70",EQ-66.00.3800_DEW,I4250025811080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-SAN-TBSW-010-1",EQ-100767357,I4250026911080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_IV-STR6-42",EQ-100722159,I4250026811080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-SAN-QVCA-D",EQ-103383598,I4250022611080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_SSSV-LOT4-45",EQ-13448-000-01000,I4250024311080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_FORK-HCS",EQ-103237316,I4250022111080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-PK-QVPKRRT-F",EQ-103340900,I4250020911080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_DTS-ULTRA",EQ-100501878,I4250020511080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_SSSV-LOT4-18",EQ-14258-000-00001,I4250021411080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_MLSC",EQ-103459024,I4250021511080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_ALT-SAN-QVLP-D",EQ-103340276,I4250020611080
"Weld Product",	174941,	21131c8a-084e-4732-b184-b899a566da74,"cpl_META-ACC",EQ-103675509,I4250025311080
"IRDV-AB - Disassemble Unit [ce9785] for TRIM L2 (SL 2) SWIs",	0,	0003459034,"IRDV-BA",IRDV-BA,MXT4917
"MSSB-KC - SL 4",	8672,	MSSB_KC-4,"MSSB - KC Asset Family",MSSB-KC,SL4
"000-82697 - SL 1",	293730,	000_82697-1,"cpl_ALT-SAN-MZCISA-60",EQ-101068561,MXT336973|MXT336974
"000-82697 - SL 1",	293730,	000_82697-1,"FHD",FHD-H|FHD-HDK|FHD-GHB|FHD-G|FHD-GK|FHD-HD|FHD-HCC|FHD-GH|FHD-HC|FHD-HCB|FHD-HE,test|test1
"000-82697 - SL 1",	293730,	000_82697-1,"cpl_DTSCAL-P",EQ-100159597,MXT336541|MXT336723|MXT336540|MXT336724
"000-82697 - SL 1",	293730,	000_82697-1,"zeenat",,MX003T
"OSLC-G Maintenance SWI SLM 3",	173941,	0003622283,"ASD-MK ADI",ASD-MK,MXT338971
"OSLC-G Maintenance SWI SLM 3",	173941,	0003622283,"FGCA-B ADI",FGCA-B,MXT338908 |MXT338971|MXT339004
"Maintenance SWI - Muzic - MZHTR - SL1",	135135,	0003459895,"MZHTR",MZHTR-C,MXT20106|MXT21136
"Service Actual With and Without Warning Messages - MT Execute",	775180,	8bf649c6-1958-4236-813a-9ecfd652ae71,"E2E with Content Asset Type List",ARCONN|EQ-100002878|EQ-103467717|EQ-80034732|EQ-80038468|EQ-80004112|EQ-71001260|CL-PSTRIP|AH-104|SLIPS|QVXP-F|EQ-80011535|EQ-SSM57501P0312|EQ-80010677|EQ-80010712|EQ-M-525-40-001|EQ-M805707|IV-SKF-45|1002233964|1002233981|Q-80022216|EQ-101400223|EQ-19247,MXT270552|MXT270553|MXT270537|MXT270563
"IRDV-KB Assemble Unit SWI (Image Types Sample Document)",	625585,	a14beac1-cfcb-476b-abe6-178066f2cfd3,"LRTC-CB QA Testing",LRTC-CB,MXT70848
